date,geo,sessions,leads,bookings,revenue,is_promo_day,is_treatment_geo
2024-02-06,IE,1764,58,6,13794.698469770556,0,1
2024-02-07,IE,1724,64,14,31423.478306276716,0,1
2024-02-08,IE,1961,55,6,11457.112505321034,0,1
2024-02-09,IE,1616,52,11,21000.827934804533,0,1
2024-02-10,IE,1565,51,11,28720.5273771292,0,1
2024-02-11,IE,1680,58,14,26137.277066157025,0,1
2024-02-12,IE,1536,43,10,24432.972603759794,0,1
2024-02-13,IE,1711,44,11,23784.85987053299,0,1
2024-02-14,IE,2090,71,7,13195.302791347236,0,1
2024-02-15,IE,1509,40,3,5352.764675162255,0,1
2024-02-16,IE,1897,61,9,17030.211663045495,0,1
2024-02-17,IE,1501,44,3,6478.4254651021165,0,1
2024-02-18,IE,1743,47,5,9201.496924691337,0,1
2024-02-19,IE,1662,42,8,19774.798697787814,0,1
2024-02-20,IE,1693,60,11,21993.86228031337,0,1
2024-02-21,IE,1596,73,17,37881.85942281155,1,1
2024-02-22,IE,1591,51,9,19850.11394650301,0,1
2024-02-23,IE,1486,43,9,22374.177481010578,0,1
2024-02-24,IE,1548,48,12,23286.197979669258,0,1
2024-02-25,IE,1471,45,6,12422.094821235152,0,1
2024-02-26,IE,1555,45,2,3453.765801589955,0,1
2024-02-27,IE,1361,41,3,6202.7621830646685,0,1
2024-02-28,IE,1599,66,10,23404.58493924716,0,1
2024-02-29,IE,1823,65,14,29326.804171176864,0,1
2024-03-01,IE,1730,50,14,37685.297558740254,0,1
2024-03-02,IE,1530,50,8,17358.90217944008,0,1
2024-03-03,IE,1910,56,8,15279.61083114289,0,1
2024-03-04,IE,1422,41,8,17213.799804159706,0,1
2024-03-05,IE,1536,52,10,17085.480212266448,0,1
2024-03-06,IE,1365,43,5,9248.923920428337,0,1
2024-03-07,IE,1528,35,3,5276.36054438657,0,1
2024-03-08,IE,1865,46,6,12232.535825517303,0,1
2024-03-09,IE,1459,55,7,14137.315763765797,1,1
2024-03-10,IE,1259,28,5,11751.8229907072,0,1
2024-03-11,IE,1632,43,8,16075.887694178467,0,1
2024-03-12,IE,1601,56,11,19829.94152418081,0,1
2024-03-13,IE,1705,40,7,17158.341246367923,0,1
2024-03-14,IE,1537,42,9,12848.191566017973,0,1
2024-03-15,IE,1404,45,5,10209.22399320532,0,1
2024-03-16,IE,1481,46,9,18774.527686794245,0,1
2024-03-17,IE,1547,47,7,14207.758879489622,0,1
2024-03-18,IE,1482,64,10,21578.145100063553,0,1
2024-03-19,IE,1599,45,7,14415.059892581958,0,1
2024-03-20,IE,1487,36,11,23735.07531633152,0,1
2024-03-21,IE,1653,47,3,5671.693128786134,0,1
2024-03-22,IE,1555,60,14,23883.27214476268,0,1
2024-03-23,IE,1409,42,6,12127.712939234083,0,1
2024-03-24,IE,1489,56,7,12580.340688633345,0,1
2024-03-25,IE,1442,49,8,14902.991481917385,1,1
2024-03-26,IE,1644,41,8,18699.954664234272,0,1
2024-03-27,IE,1721,68,11,26970.35537138118,0,1
2024-03-28,IE,1677,55,5,11665.671523018573,0,1
2024-03-29,IE,1330,49,4,9129.358647035106,0,1
2024-03-30,IE,1384,37,3,6149.507877579551,0,1
2024-03-31,IE,1389,49,7,16096.505031760207,0,1
2024-04-01,IE,1398,37,3,6375.235897629123,0,1
2024-04-02,IE,1479,51,9,23158.834270760137,0,1
2024-04-03,IE,1750,67,5,9125.379309643715,0,1
2024-04-04,IE,1730,55,3,6629.186680230717,0,1
2024-04-05,IE,1521,50,6,10512.725954435322,0,1
2024-04-06,IE,1638,50,13,28769.067469155852,0,1
2024-04-07,IE,1552,51,6,9962.675127620798,0,1
2024-04-08,IE,1531,45,8,14120.763622583112,0,1
2024-04-09,IE,1779,53,10,17513.513652533038,0,1
2024-04-10,IE,1518,50,7,14745.86365694091,0,1
2024-04-11,IE,1650,52,7,14935.861046643493,0,1
2024-04-12,IE,1454,56,13,35689.45048595847,0,1
2024-04-13,IE,1423,38,6,12148.553936590253,0,1
2024-04-14,IE,1336,46,4,8988.828808772414,0,1
2024-04-15,IE,1420,49,2,4178.838691821055,0,1
2024-04-16,IE,1632,55,8,17819.791240715287,0,1
2024-04-17,IE,1606,51,5,10438.663486427211,0,1
2024-04-18,IE,1633,55,9,21087.40728948441,0,1
2024-04-19,IE,1603,47,13,23542.42168371559,0,1
2024-04-20,IE,1921,59,4,6131.689439304203,0,1
2024-04-21,IE,1399,45,10,21633.923123629982,0,1
2024-04-22,IE,1417,47,9,14923.537048419023,0,1
2024-04-23,IE,1525,44,12,28944.880727838066,0,1
2024-04-24,IE,1686,54,5,9655.36579984632,0,1
2024-04-25,IE,1812,58,6,10933.27973459107,0,1
2024-04-26,IE,1804,44,2,5712.505433794816,0,1
2024-04-27,IE,1817,55,10,20627.89988408332,0,1
2024-04-28,IE,1593,42,6,12105.533863127032,0,1
2024-04-29,IE,1586,58,8,18122.855875565943,0,1
2024-04-30,IE,2010,77,18,41144.02567037576,0,1
2024-05-01,IE,1323,39,7,16648.97892917678,0,1
2024-05-02,IE,1784,57,12,21233.956113532095,0,1
2024-05-03,IE,1824,59,14,31030.351917044078,0,1
2024-05-04,IE,2055,71,11,22092.272228170626,1,1
2024-05-05,IE,1407,38,4,7457.6484898948775,0,1
2024-05-06,IE,1633,47,8,16771.034601495317,0,1
2024-05-07,IE,1538,62,11,18466.674753908817,0,1
2024-05-08,IE,1508,39,7,16331.255553356017,0,1
2024-05-09,IE,1793,62,9,18170.028970596268,0,1
2024-05-10,IE,1961,52,4,7904.630318656659,0,1
2024-05-11,IE,1987,63,13,26787.084134296587,0,1
2024-05-12,IE,1628,50,5,10276.687148884808,0,1
2024-05-13,IE,1882,70,9,21665.277916533985,0,1
2024-05-14,IE,1787,48,4,7370.515590162338,0,1
2024-05-15,IE,1974,83,19,38181.042703826824,1,1
2024-05-16,IE,2126,77,16,32833.983509868136,0,1
2024-05-17,IE,1832,73,5,9277.472021150299,0,1
2024-05-18,IE,2031,76,9,19364.298832867753,0,1
2024-05-19,IE,1575,51,11,21311.52880363226,0,1
2024-05-20,IE,1948,67,11,19662.98064871187,0,1
2024-05-21,IE,2094,68,9,20305.18209337672,0,1
2024-05-22,IE,2123,60,10,25531.663382734372,0,1
2024-05-23,IE,1744,46,3,6406.094090056512,0,1
2024-05-24,IE,1897,60,13,27290.97387607322,0,1
2024-05-25,IE,1948,62,14,29350.30846256411,0,1
2024-05-26,IE,1927,83,14,28036.729475664357,0,1
2024-05-27,IE,1913,61,5,12273.203936356826,0,1
2024-05-28,IE,2259,82,14,30238.482187063968,0,1
2024-05-29,IE,1763,50,8,13170.591331769032,1,1
2024-05-30,IE,1988,68,12,29665.317147238995,0,1
2024-05-31,IE,1697,50,5,12016.934901006052,0,1
2024-06-01,IE,2087,69,5,11533.725456982098,0,1
2024-06-02,IE,2022,53,9,13893.936613031918,0,1
2024-06-03,IE,2742,84,14,30108.76139271046,0,1
2024-06-04,IE,2251,60,14,33569.615016779935,0,1
2024-06-05,IE,2152,61,11,24829.477110071803,0,1
2024-06-06,IE,2167,67,8,17705.990903185717,0,1
2024-06-07,IE,2019,58,8,19259.344224996665,0,1
2024-06-08,IE,2061,71,11,24214.655868664606,0,1
2024-06-09,IE,2040,54,7,17530.558345648104,0,1
2024-06-10,IE,1672,47,8,17702.560711107435,0,1
2024-06-11,IE,2149,71,11,24140.047800576445,0,1
2024-06-12,IE,2181,90,20,48433.6913189278,1,1
2024-06-13,IE,2611,75,10,20767.473725664488,0,1
2024-06-14,IE,2133,73,8,15297.13696989437,0,1
2024-06-15,IE,1954,60,7,15294.897615374715,0,1
2024-06-16,IE,2113,66,9,21125.520105601263,0,1
2024-06-17,IE,2126,56,12,29359.638459372247,0,1
2024-06-18,IE,2156,76,16,39221.48383306384,0,1
2024-06-19,IE,1969,50,10,21769.95863306736,0,1
2024-06-20,IE,2236,58,15,32295.347708085003,0,1
2024-06-21,IE,2113,74,11,22545.38004877183,0,1
2024-06-22,IE,2138,66,6,13621.94574386686,0,1
2024-06-23,IE,2293,83,15,27175.031297586032,0,1
2024-06-24,IE,2042,76,14,31007.03207078613,1,1
2024-06-25,IE,2212,57,12,37357.454702236304,0,1
2024-06-26,IE,2446,84,10,18486.118499777825,0,1
2024-06-27,IE,2288,91,16,36144.96369217388,0,1
2024-06-28,IE,3007,107,14,32516.62378082295,0,1
2024-06-29,IE,2318,69,11,25977.868711428706,0,1
2024-06-30,IE,1946,59,7,13869.628454887545,0,1
2024-07-01,IE,2077,73,11,26069.41720404488,0,1
2024-07-02,IE,2128,78,16,33469.93899971629,0,1
2024-07-03,IE,2205,73,17,31986.026759124954,0,1
2024-07-04,IE,2562,85,14,35088.6333485944,0,1
2024-07-05,IE,2143,75,9,21818.22095159499,0,1
2024-07-06,IE,2259,63,10,19956.18761212397,0,1
2024-07-07,IE,2551,65,7,14713.46196382305,0,1
2024-07-08,IE,2214,75,10,20952.34604157442,0,1
2024-07-09,IE,2580,79,13,24001.98152144291,0,1
2024-07-10,IE,2087,79,14,34539.63471226726,0,1
2024-07-11,IE,2413,76,10,24810.4823929152,0,1
2024-07-12,IE,2258,72,10,21682.07430693253,0,1
2024-07-13,IE,2479,77,15,33770.99605612856,0,1
2024-07-14,IE,2114,69,12,27514.163776472327,0,1
2024-07-15,IE,2954,86,11,25644.929108744313,0,1
2024-07-16,IE,2109,49,8,15424.298462673483,0,1
2024-07-17,IE,2848,88,15,36087.308835071846,0,1
2024-07-18,IE,2813,99,23,45366.39147172586,0,1
2024-07-19,IE,2618,82,11,27141.0574559761,0,1
2024-07-20,IE,2488,77,8,16023.888889747897,0,1
2024-07-21,IE,2901,92,8,15593.882742462114,0,1
2024-07-22,IE,3160,101,22,50005.91450904484,0,1
2024-07-23,IE,2500,88,19,43113.77615802879,1,1
2024-07-24,IE,2652,74,10,23138.24637938489,0,1
2024-07-25,IE,2503,63,10,20550.475323686118,0,1
2024-07-26,IE,2317,68,13,30498.470014490376,0,1
2024-07-27,IE,2659,73,18,42749.09675572023,0,1
2024-07-28,IE,2534,62,9,23745.23818483012,0,1
2024-07-29,IE,2154,72,12,28171.278567784022,0,1
2024-07-30,IE,2737,82,11,23525.076714380055,0,1
2024-07-31,IE,2751,86,20,39137.278936211886,0,1
2024-08-01,IE,2550,98,13,24907.922017622703,0,1
2024-08-02,IE,2494,83,11,26347.74901819626,0,1
2024-08-03,IE,2709,88,14,35510.15181460997,0,1
2024-08-04,IE,2968,76,6,12445.291466236611,0,1
2024-08-05,IE,2692,102,19,45254.238527910595,0,1
2024-08-06,IE,2889,102,20,45279.41019081466,0,1
2024-08-07,IE,2514,74,5,12609.381668262413,0,1
2024-08-08,IE,2653,65,13,33396.73960797414,0,1
2024-08-09,IE,2891,91,14,24715.826374374818,0,1
2024-08-10,IE,2313,86,13,34119.64324271198,0,1
2024-08-11,IE,2631,83,12,28701.722029762586,0,1
2024-08-12,IE,2770,87,13,28323.042799554034,0,1
2024-08-13,IE,2712,94,12,26249.983817820044,0,1
2024-08-14,IE,2873,101,20,46683.19362442098,1,1
2024-08-15,IE,2832,92,17,37235.26804261279,0,1
2024-08-16,IE,2602,100,14,29129.251878930994,0,1
2024-08-17,IE,2395,105,11,23539.99709146893,0,1
2024-08-18,IE,2597,71,10,20575.57482623463,0,1
2024-08-19,IE,3053,114,17,46605.57700085116,0,1
2024-08-20,IE,3064,111,17,39940.94917936088,0,1
2024-08-21,IE,2729,93,14,42837.844951008774,0,1
2024-08-22,IE,2755,100,10,24426.352870894163,0,1
2024-08-23,IE,2688,81,11,27594.568884632376,0,1
2024-08-24,IE,2616,81,18,37059.38372208388,0,1
2024-08-25,IE,2734,83,16,36467.26926900972,0,1
2024-08-26,IE,3018,115,18,42502.22145018234,1,1
2024-08-27,IE,3513,117,27,58572.18040446627,0,1
2024-08-28,IE,2633,91,11,24371.73568264199,0,1
2024-08-29,IE,3087,77,18,44366.62018701431,0,1
2024-08-30,IE,3000,105,20,49430.86537657304,0,1
2024-08-31,IE,2674,88,15,29965.379465565442,0,1
2024-09-01,IE,2423,73,15,36410.60031796522,0,1
2024-09-02,IE,2820,106,16,40126.0914658047,0,1
2024-09-03,IE,3497,116,23,50301.40675107989,0,1
2024-09-04,IE,2966,101,23,49705.359330239204,0,1
2024-09-05,IE,2697,80,12,29719.029853896296,0,1
2024-09-06,IE,2821,85,14,24153.47160572659,0,1
2024-09-07,IE,2485,65,18,42308.1599229593,0,1
2024-09-08,IE,2710,81,16,45753.80982249932,0,1
2024-09-09,IE,2958,80,12,20657.4390631273,0,1
2024-09-10,IE,2657,99,20,51902.4617095089,0,1
2024-09-11,IE,2097,54,19,47693.523603123635,0,1
2024-09-12,IE,3016,96,20,39579.17302874863,0,1
2024-09-13,IE,2739,86,21,52573.954015585194,0,1
2024-09-14,IE,2596,85,9,23872.124624986813,0,1
2024-09-15,IE,2518,81,15,30637.638009701437,0,1
2024-09-16,IE,2886,99,18,38896.8962389345,0,1
2024-09-17,IE,2743,106,9,21237.817119243853,0,1
2024-09-18,IE,3197,90,11,29097.082218825977,0,1
2024-09-19,IE,3235,96,17,37475.126811316564,0,1
2024-09-20,IE,2809,87,12,28084.280242448047,0,1
2024-09-21,IE,2661,67,10,21716.837758571684,0,1
2024-09-22,IE,2754,91,18,42458.38557203907,0,1
2024-09-23,IE,2735,75,13,34662.28187310507,0,1
2024-09-24,IE,2398,88,16,38102.247341187125,0,1
2024-09-25,IE,3527,122,19,42793.07581751021,0,1
2024-09-26,IE,3157,117,25,58534.303227214754,1,1
2024-09-27,IE,2752,79,10,21348.756829279744,0,1
2024-09-28,IE,2310,86,13,27109.966145212275,0,1
2024-09-29,IE,2665,81,15,40711.68775001688,0,1
2024-09-30,IE,2610,91,14,40020.55780006992,0,1
2024-10-01,IE,2832,86,12,22725.14989600408,0,1
2024-10-02,IE,2338,90,16,40274.06372364692,0,1
2024-10-03,IE,2793,97,16,41621.67207159309,0,1
2024-10-04,IE,2755,84,10,20283.75681511139,0,1
2024-10-05,IE,2732,103,22,48751.07067420949,0,1
2024-10-06,IE,2637,81,9,19686.098757847594,0,1
2024-10-07,IE,2767,99,18,52986.552574379675,1,1
2024-10-08,IE,3297,108,20,57121.406147094654,0,1
2024-10-09,IE,2739,93,13,27252.397375390814,0,1
2024-10-10,IE,2654,94,11,21608.36575977372,0,1
2024-10-11,IE,2397,79,10,25666.333119457846,0,1
2024-10-12,IE,2625,86,11,27454.51776213296,0,1
2024-10-13,IE,2327,78,18,48838.45383307285,1,1
2024-10-14,IE,3003,85,11,22627.364899657452,0,1
2024-10-15,IE,2779,94,13,33102.08213156523,0,1
2024-10-16,IE,3137,108,16,34193.97351695767,0,1
2024-10-17,IE,3333,104,21,52773.309694635675,0,1
2024-10-18,IE,2586,96,23,53365.104838325504,0,1
2024-10-19,IE,2640,86,15,43887.84027850844,0,1
2024-10-20,IE,3024,106,14,34385.51943881784,0,1
2024-10-21,IE,2748,96,16,35843.44859370715,0,1
2024-10-22,IE,2920,95,18,42543.122432107506,0,1
2024-10-23,IE,3127,106,16,36724.59762425639,0,1
2024-10-24,IE,3107,87,14,28296.949864814404,0,1
2024-10-25,IE,2898,97,12,35072.40852158047,0,1
2024-10-26,IE,3099,100,10,28084.7826940888,0,1
2024-10-27,IE,2592,66,9,20412.014220814115,0,1
2024-10-28,IE,2798,104,12,30210.539666026212,0,1
2024-10-29,IE,2682,83,13,38461.075111306585,0,1
2024-10-30,IE,3074,94,20,53618.68303547805,0,1
2024-10-31,IE,2606,93,12,26707.766066127817,0,1
2024-11-01,IE,2312,75,12,27397.971406295637,0,1
2024-11-02,IE,2830,103,18,33769.34274121416,0,1
2024-11-03,IE,2316,61,9,22751.662499424525,0,1
2024-11-04,IE,2334,76,12,32060.727798044765,0,1
2024-11-05,IE,3043,90,14,37402.47777524593,0,1
2024-11-06,IE,3002,92,7,17494.217275897743,0,1
2024-11-07,IE,2652,92,13,31130.17182776469,0,1
2024-11-08,IE,1980,56,9,18311.638942567424,0,1
2024-11-09,IE,2742,97,11,26190.770973688712,0,1
2024-11-10,IE,2688,100,14,29710.39904803648,0,1
2024-11-11,IE,2695,64,10,24359.84897610303,0,1
2024-11-12,IE,2755,104,16,33359.584939913286,0,1
2024-11-13,IE,2624,68,11,26726.818002540964,0,1
2024-11-14,IE,2581,82,12,32082.029554116456,0,1
2024-11-15,IE,2356,68,7,16691.392087495326,0,1
2024-11-16,IE,2377,97,13,30790.715102067792,0,1
2024-11-17,IE,2546,98,11,27922.958635013954,0,1
2024-11-18,IE,2596,96,17,47789.62954616246,0,1
2024-11-19,IE,2790,100,18,40360.21094007212,0,1
2024-11-20,IE,2278,66,9,21743.560396956695,0,1
2024-11-21,IE,2237,74,12,32625.22207429594,0,1
2024-11-22,IE,2488,71,7,17190.528470517198,0,1
2024-11-23,IE,2262,77,8,14248.32480606503,0,1
2024-11-24,IE,2472,78,5,10385.879932255282,0,1
2024-11-25,IE,2168,84,16,39608.854970364366,0,1
2024-11-26,IE,2860,80,8,17240.709400662083,0,1
2024-11-27,IE,2384,84,13,34925.55302074775,0,1
2024-11-28,IE,3060,79,15,42354.04680680104,0,1
2024-11-29,IE,2696,112,14,29458.683259009944,0,1
2024-11-30,IE,2234,77,12,23939.395960339414,0,1
2024-12-01,IE,2969,96,21,45400.15161899678,0,1
2024-12-02,IE,2523,92,18,38640.658156347534,0,1
2024-12-03,IE,2573,71,8,21712.545051564633,0,1
2024-12-04,IE,2563,96,13,25913.91305178024,0,1
2024-12-05,IE,2729,92,21,51814.267032739815,0,1
2024-12-06,IE,2694,100,18,47988.47066686391,0,1
2024-12-07,IE,2277,71,10,24901.8015236894,0,1
2024-12-08,IE,2359,74,9,21405.25818156267,0,1
2024-12-09,IE,2488,90,17,37627.95827019711,0,1
2024-12-10,IE,2685,88,12,33808.15792389114,0,1
2024-12-11,IE,2741,86,14,30673.6620993962,0,1
2024-12-12,IE,2647,90,9,22750.336477153513,0,1
2024-12-13,IE,2416,72,10,22126.805442504326,0,1
2024-12-14,IE,2332,67,12,21687.586664328697,0,1
2024-12-15,IE,2129,72,10,21813.523288109354,0,1
2024-12-16,IE,2591,86,16,35356.02298443471,0,1
2024-12-17,IE,2359,73,14,30959.30732692001,0,1
2024-12-18,IE,2501,78,17,35298.47528346108,0,1
2024-12-19,IE,2626,104,14,33882.49672327818,0,1
2024-12-20,IE,2506,67,10,24496.07416779622,0,1
2024-12-21,IE,2419,76,4,8633.457797015571,0,1
2024-12-22,IE,2134,65,8,17222.27846248144,0,1
2024-12-23,IE,2434,80,12,23607.503400711474,0,1
2024-12-24,IE,2349,57,3,6889.584089329343,0,1
2024-12-25,IE,2432,69,12,31473.292116936856,0,1
2024-12-26,IE,2760,90,10,26174.740952596927,0,1
2024-12-27,IE,2517,80,7,14419.5073252787,0,1
2024-12-28,IE,2177,84,13,36458.42649772343,0,1
2024-12-29,IE,2184,62,6,12657.158579694003,0,1
2024-12-30,IE,2631,95,9,17511.015008047692,0,1
2024-12-31,IE,2219,74,7,13034.096712472972,0,1
2024-01-01,UK,2847,83,9,17074.916163926162,0,1
2024-01-02,UK,3361,105,15,25397.707879234935,0,1
2024-01-03,UK,3214,102,15,34549.28252791836,0,1
2024-01-04,UK,3110,105,14,24918.401513855755,0,1
2024-01-05,UK,2972,112,29,46541.35717376358,0,1
2024-01-06,UK,2805,91,14,22228.583830847445,0,1
2024-01-07,UK,2763,103,19,36250.34542405636,0,1
2024-01-08,UK,3394,119,21,38267.620816943905,0,1
2024-01-09,UK,3765,121,24,49886.218822053495,0,1
2024-01-10,UK,3844,117,21,39210.84823953057,0,1
2024-01-11,UK,3433,127,22,48541.11917132952,0,1
2024-01-12,UK,2979,116,17,31100.737136478954,0,1
2024-01-13,UK,2830,96,10,21646.722870148493,0,1
2024-01-14,UK,3151,112,17,28986.459866409477,0,1
2024-01-15,UK,2895,124,24,38260.416424694035,0,1
2024-01-16,UK,3170,114,22,38010.11996378797,0,1
2024-01-17,UK,3744,132,25,41591.471770589626,0,1
2024-01-18,UK,3170,97,20,32792.25914832739,0,1
2024-01-19,UK,3804,129,19,37950.804015121605,0,1
2024-01-20,UK,2616,95,15,27589.452471494234,0,1
2024-01-21,UK,2958,95,22,42438.478718525585,0,1
2024-01-22,UK,2965,85,10,20182.1938101045,0,1
2024-01-23,UK,2670,92,12,18549.706175218304,0,1
2024-01-24,UK,3240,111,14,28338.262499266802,0,1
2024-01-25,UK,3503,108,16,26145.400700224876,0,1
2024-01-26,UK,3660,105,15,26403.556065013297,0,1
2024-01-27,UK,2958,91,12,18020.123614499877,0,1
2024-01-28,UK,2268,86,18,36654.740496125545,1,1
2024-01-29,UK,2923,97,16,24569.847896388263,0,1
2024-01-30,UK,3079,120,16,26028.85780353153,0,1
2024-01-31,UK,2835,102,19,31149.08912435399,0,1
2024-02-01,UK,2982,110,17,31389.017881376636,0,1
2024-02-02,UK,2717,100,16,29406.84378490101,0,1
2024-02-03,UK,2722,100,16,33010.89994494496,0,1
2024-02-04,UK,2951,89,12,22159.481927966623,0,1
2024-02-05,UK,3114,106,17,35663.033568217994,0,1
2024-02-06,UK,2449,93,18,35163.81099414936,0,1
2024-02-07,UK,2683,94,18,29969.355427303228,0,1
2024-02-08,UK,2423,79,9,15480.381483324907,0,1
2024-02-09,UK,3337,102,15,33478.40778452243,0,1
2024-02-10,UK,2932,106,12,25866.905769198012,0,1
2024-02-11,UK,2127,84,13,26677.167705117085,0,1
2024-02-12,UK,2625,95,17,35412.41460595893,0,1
2024-02-13,UK,2637,82,11,21588.053333756347,0,1
2024-02-14,UK,2556,83,18,34753.21553273334,0,1
2024-02-15,UK,3077,95,18,33558.88346169792,0,1
2024-02-16,UK,3003,98,18,40873.962362500446,0,1
2024-02-17,UK,2699,97,16,28005.58695672445,0,1
2024-02-18,UK,2384,69,10,19035.95623848703,0,1
2024-02-19,UK,2428,84,16,24091.49132981554,0,1
2024-02-20,UK,2668,82,9,14001.645138874319,0,1
2024-02-21,UK,2580,94,18,41314.831959005336,1,1
2024-02-22,UK,2718,87,15,29800.00536127167,0,1
2024-02-23,UK,2815,108,18,32353.676754066146,0,1
2024-02-24,UK,2212,95,14,26044.114122423212,0,1
2024-02-25,UK,2314,79,14,21908.944138804996,0,1
2024-02-26,UK,2534,78,10,17488.10483263328,0,1
2024-02-27,UK,3056,98,20,30894.72300890199,0,1
2024-02-28,UK,2893,81,10,17752.365970371426,0,1
2024-02-29,UK,2678,89,16,31917.67940292843,0,1
2024-03-01,UK,2731,98,8,15523.498776129418,0,1
2024-03-02,UK,2518,85,11,24452.030069017786,0,1
2024-03-03,UK,2744,101,18,34243.334294985456,0,1
2024-03-04,UK,2622,75,16,21814.47624177672,0,1
2024-03-05,UK,2935,113,24,55657.122098091415,0,1
2024-03-06,UK,2296,64,13,21559.9638131122,0,1
2024-03-07,UK,2446,76,13,24310.10327314621,0,1
2024-03-08,UK,2671,116,22,40833.10858969995,0,1
2024-03-09,UK,2649,94,24,45284.14719568888,1,1
2024-03-10,UK,3108,106,14,25805.988932207525,0,1
2024-03-11,UK,2081,73,12,22162.016990417156,0,1
2024-03-12,UK,2558,93,13,20323.500822487444,0,1
2024-03-13,UK,2594,89,11,27484.281377098825,0,1
2024-03-14,UK,2702,103,19,37628.87181422051,0,1
2024-03-15,UK,3078,96,12,22113.65042124338,0,1
2024-03-16,UK,2744,93,18,41115.461914537584,0,1
2024-03-17,UK,2077,71,8,12880.931785686966,0,1
2024-03-18,UK,2901,107,19,38611.70697267642,0,1
2024-03-19,UK,2981,104,20,34261.34579197979,0,1
2024-03-20,UK,2684,90,17,32668.706888388635,0,1
2024-03-21,UK,2246,67,7,13488.143958181174,0,1
2024-03-22,UK,2553,96,15,20753.28509650102,0,1
2024-03-23,UK,2640,77,8,12338.973283223053,0,1
2024-03-24,UK,2703,98,15,33236.7420454964,0,1
2024-03-25,UK,2093,97,13,23105.202873925766,1,1
2024-03-26,UK,2386,101,21,48922.56635068996,0,1
2024-03-27,UK,2934,100,13,27878.96933725145,0,1
2024-03-28,UK,3088,98,19,33917.080309171695,0,1
2024-03-29,UK,2726,80,5,8833.544853126263,0,1
2024-03-30,UK,2849,85,13,29053.816772628703,0,1
2024-03-31,UK,2583,90,22,51938.92404426702,0,1
2024-04-01,UK,2778,106,22,39001.87412053509,0,1
2024-04-02,UK,2641,82,8,17659.945775035125,0,1
2024-04-03,UK,2789,99,16,33241.8473948762,0,1
2024-04-04,UK,2380,68,11,23340.328027712803,0,1
2024-04-05,UK,2842,89,17,31617.72627142413,0,1
2024-04-06,UK,2271,79,18,30522.25417466337,0,1
2024-04-07,UK,2690,103,13,21065.321625517983,0,1
2024-04-08,UK,2450,75,17,26745.231319455375,0,1
2024-04-09,UK,2743,100,14,32410.791988490517,0,1
2024-04-10,UK,2457,86,14,25815.942518595803,0,1
2024-04-11,UK,2601,80,14,22484.38555352212,0,1
2024-04-12,UK,2792,82,12,24949.933230636576,0,1
2024-04-13,UK,2827,91,20,34830.66052473163,0,1
2024-04-14,UK,2846,100,9,15362.29076925282,0,1
2024-04-15,UK,2328,86,20,47337.37604271807,0,1
2024-04-16,UK,2322,78,11,17326.484519232512,0,1
2024-04-17,UK,2503,68,10,19019.30861056782,0,1
2024-04-18,UK,2513,93,10,17235.945103917846,0,1
2024-04-19,UK,3219,123,18,30456.86986904548,0,1
2024-04-20,UK,3067,104,12,18651.78249496784,0,1
2024-04-21,UK,2364,88,12,22409.18019955997,0,1
2024-04-22,UK,3174,115,22,36756.81212050308,0,1
2024-04-23,UK,3144,116,28,55816.68663060868,0,1
