customer_id,geo,device,acquisition_channel,pages_viewed,time_on_site_sec,prior_bookings,newsletter_subscriber,booked
C_000049,ES,desktop,direct,5,202.78353621746936,0,0,0
C_000050,SE,desktop,video,8,308.9640883983722,0,1,0
C_000051,DE,desktop,video,6,475.25169076710023,0,1,0
C_000052,US,desktop,display,10,89.09899051927223,0,0,0
C_000053,US,mobile,email,2,82.12324802801518,0,0,0
C_000054,ES,mobile,direct,7,54.58962028445892,0,0,0
C_000055,IE,mobile,paid_social,5,87.74278436592097,0,0,0
C_000056,SE,desktop,affiliate,8,217.47453930455254,0,1,0
C_000057,US,mobile,affiliate,3,49.16116654548427,0,1,0
C_000058,IT,desktop,display,4,60.31787481543952,0,1,0
C_000059,IE,mobile,email,6,244.7194666343723,0,0,0
C_000060,AU,mobile,search,6,97.27516633189968,2,0,1
C_000061,US,mobile,search,5,182.2947602144973,0,0,0
C_000062,FR,desktop,search,7,64.19331436514625,0,0,0
C_000063,DE,desktop,email,5,78.90094880704267,0,0,0
C_000064,CA,desktop,display,8,99.2538969433132,0,0,1
C_000065,US,desktop,affiliate,11,47.22411015322692,0,1,0
C_000066,NL,desktop,direct,8,205.37437390468278,1,1,0
C_000067,AU,mobile,paid_social,3,108.11811996507986,0,0,0
C_000068,FR,desktop,video,5,129.1035510688724,1,1,0
C_000069,CA,desktop,display,9,218.01319996922757,0,0,0
C_000070,US,mobile,affiliate,8,268.57641390035235,0,0,0
C_000071,IT,mobile,email,6,50.56170543860951,0,0,0
C_000072,NL,desktop,video,5,202.00499395934165,0,0,0
C_000073,AU,mobile,direct,3,110.69162083757313,0,1,0
C_000074,AU,mobile,direct,9,40.110593109983185,0,0,0
C_000075,CA,mobile,affiliate,8,134.7482742090186,1,1,0
C_000076,SE,mobile,search,5,88.00345142759224,1,0,0
C_000077,DE,mobile,paid_social,5,186.4924751829745,0,0,0
C_000078,DE,mobile,direct,6,319.076038852704,0,1,1
C_000079,CA,desktop,direct,7,276.57551022429317,1,0,0
C_000080,IE,desktop,video,4,22.030725921218323,1,0,0
C_000081,NO,mobile,display,2,95.32118808966642,0,1,0
C_000082,AU,mobile,search,10,53.545116022043494,0,0,0
C_000083,SE,mobile,video,4,157.5271863930558,1,0,1
C_000084,NO,mobile,search,5,274.6994647805821,0,0,0
C_000085,FR,mobile,search,2,357.59391058846506,0,0,0
C_000086,SE,mobile,paid_social,6,171.51091970544917,0,0,0
C_000087,NL,desktop,paid_social,6,21.868405676064153,1,0,0
C_000088,UK,desktop,email,7,192.4137829999823,0,0,0
C_000089,UK,mobile,display,9,50.593168949176004,0,1,0
C_000090,SE,mobile,search,9,169.7661777702537,1,0,0
C_000091,CA,desktop,search,7,406.0560520419975,0,0,0
C_000092,IT,mobile,direct,4,32.97958252175135,0,0,0
C_000093,IE,mobile,direct,8,88.53803532624258,0,0,0
C_000094,FR,tablet,direct,11,279.7379171592614,0,0,0
C_000095,IE,mobile,email,3,304.44967633910244,0,1,0
C_000096,DE,mobile,paid_social,8,39.48556561545437,0,0,0
C_000097,IE,mobile,direct,5,122.86857420996839,0,0,0
C_000098,CA,mobile,direct,8,179.02119992139922,1,0,0
C_000099,ES,mobile,display,7,103.05903157153892,0,0,0
C_000100,CA,mobile,paid_social,6,231.285228086141,1,0,1
C_000101,DE,desktop,direct,7,147.45415630925976,1,0,0
C_000102,AU,mobile,email,8,155.4085091119105,0,1,1
C_000103,UK,desktop,direct,9,130.08557563393788,0,1,0
C_000104,ES,mobile,email,6,141.1213140084049,0,0,1
C_000105,IE,mobile,direct,7,49.86963734685332,1,1,0
C_000106,ES,desktop,affiliate,7,102.09249074481676,1,1,0
C_000107,US,desktop,affiliate,9,45.21698213253423,0,0,0
C_000108,US,mobile,affiliate,4,105.01460676931501,0,0,0
C_000109,AU,desktop,affiliate,5,87.94257985862048,0,0,1
C_000110,US,mobile,video,5,252.23910725678007,0,0,0
C_000111,DE,mobile,affiliate,5,151.24017828432844,1,0,0
C_000112,FR,mobile,direct,11,178.27468234907755,1,0,1
C_000113,US,mobile,affiliate,6,193.43957184787956,0,1,1
C_000114,NL,mobile,search,7,5.415805622007233,0,0,0
C_000115,NO,mobile,video,13,132.09370792252986,0,0,0
C_000116,NO,desktop,email,8,111.23635696599823,0,1,0
C_000117,AU,desktop,search,6,180.74935302183655,0,1,0
C_000118,IE,mobile,affiliate,5,195.53697547757926,0,0,0
C_000119,FR,mobile,search,6,52.30245048355979,0,0,0
C_000120,IE,mobile,paid_social,4,178.3266222878891,1,0,0
C_000121,IT,mobile,affiliate,5,34.85083105102487,2,1,0
C_000122,AU,mobile,email,4,168.47326711664013,0,1,0
C_000123,US,mobile,email,7,79.15952394670614,0,0,0
C_000124,DE,desktop,paid_social,8,41.79775042835096,0,0,0
C_000125,CA,mobile,paid_social,7,177.7269969487065,1,0,0
C_000126,NO,mobile,display,5,33.57278425415754,0,1,0
C_000127,UK,desktop,search,4,168.17765435851223,1,0,0
C_000128,CA,mobile,paid_social,4,15.875951630733445,0,0,0
C_000129,IT,mobile,display,6,72.3183023460244,0,0,0
C_000130,IE,desktop,search,7,32.316380177679754,1,0,0
C_000131,DE,mobile,direct,8,253.7219119083521,0,1,0
C_000132,ES,mobile,affiliate,9,89.53205101262616,0,0,0
C_000133,FR,mobile,search,4,30.57836913081581,0,1,0
C_000134,UK,mobile,email,3,161.91507745531948,0,0,0
C_000135,CA,mobile,affiliate,6,59.65226222499287,0,0,0
C_000136,AU,desktop,direct,7,46.287156921698816,1,0,0
C_000137,AU,desktop,search,7,74.32436428970549,0,1,0
C_000138,CA,mobile,direct,4,176.64897734757017,0,0,0
C_000139,IE,mobile,search,8,55.227369695663086,0,0,0
C_000140,DE,mobile,display,5,47.27172872589496,0,0,0
C_000141,IT,desktop,email,6,117.86647271860723,0,0,0
C_000142,DE,mobile,video,5,169.00701083601422,0,0,0
C_000143,US,mobile,direct,5,129.2943970806188,0,1,0
C_000144,SE,mobile,search,8,513.5505468343737,1,1,0
C_000145,CA,desktop,paid_social,8,105.44742793797022,0,1,0
C_000146,FR,desktop,direct,6,165.3542019362826,0,1,0
C_000147,IE,desktop,direct,5,71.83751529631625,1,0,0
C_000148,US,desktop,paid_social,6,345.6792587753597,0,1,0
C_000149,DE,mobile,paid_social,7,163.33635715073353,0,0,0
C_000150,DE,desktop,email,8,62.66688358286558,0,1,0
C_000151,UK,mobile,paid_social,3,81.87921320953421,1,0,0
C_000152,SE,mobile,direct,6,40.768912010286286,0,0,0
C_000153,SE,mobile,direct,5,414.4368803453153,0,0,1
C_000154,IT,mobile,video,3,111.7764079894213,1,1,0
C_000155,CA,mobile,paid_social,6,36.39964871357595,0,0,0
C_000156,IE,desktop,video,5,29.351739303930696,0,0,0
C_000157,NO,desktop,email,9,6.343447388857941,0,0,0
C_000158,DE,mobile,direct,6,278.25781230583345,0,0,0
C_000159,IE,desktop,search,8,20.817234448845184,0,0,0
C_000160,IT,mobile,email,5,71.61805553919046,0,0,0
C_000161,NO,tablet,paid_social,7,63.78413226824963,1,1,0
C_000162,FR,mobile,search,10,404.337688010162,0,0,0
C_000163,ES,mobile,direct,6,455.1554463434064,0,1,0
C_000164,IE,desktop,email,4,215.5810411033027,0,0,0
C_000165,US,desktop,affiliate,6,89.17863139671823,0,0,0
C_000166,IE,mobile,direct,6,60.03932377539021,0,0,0
C_000167,ES,mobile,search,8,56.02932624090756,0,1,0
C_000168,UK,mobile,direct,6,361.0286090226645,1,1,0
C_000169,AU,desktop,search,9,99.7214147816703,0,1,0
C_000170,AU,mobile,paid_social,3,229.21294724579718,1,0,0
C_000171,FR,desktop,video,5,179.60986370998222,0,1,0
C_000172,UK,mobile,direct,3,122.18509451908876,0,1,0
C_000173,IE,desktop,video,8,322.15352111760785,0,0,0
C_000174,SE,mobile,search,5,152.00172411901167,0,0,0
C_000175,ES,desktop,search,8,239.54136320852285,0,0,0
C_000176,SE,desktop,search,7,35.51672364391705,0,0,1
C_000177,SE,desktop,email,13,124.95407460595416,0,0,0
C_000178,FR,mobile,search,7,207.80031474534994,0,1,0
C_000179,NL,mobile,search,5,374.0567596230858,0,0,0
C_000180,NL,mobile,affiliate,6,192.58765968094346,0,0,0
C_000181,FR,mobile,search,4,119.51612550888734,0,1,0
C_000182,NO,mobile,display,7,109.96178236515804,0,1,0
C_000183,CA,mobile,search,6,81.51671014824997,0,0,0
C_000184,IT,mobile,direct,5,166.67888851908396,0,0,0
C_000185,UK,mobile,paid_social,6,33.18720760462067,1,0,0
C_000186,NL,desktop,display,5,150.25400570539864,1,1,1
C_000187,IT,desktop,display,5,411.5858500134187,0,1,0
C_000188,IT,desktop,search,3,145.6565547160455,0,0,0
C_000189,IE,mobile,direct,5,42.619531399343245,0,1,0
C_000190,IE,desktop,affiliate,5,83.53531178167523,0,1,0
C_000191,NL,mobile,display,7,78.05674710804202,0,0,0
C_000192,IE,mobile,search,6,114.72338111845681,0,0,0
C_000193,DE,mobile,paid_social,5,58.298804372225064,0,1,0
C_000194,UK,mobile,search,2,168.35694262680673,0,1,0
C_000195,NO,desktop,display,2,54.46734142563331,0,0,0
C_000196,UK,mobile,paid_social,7,214.7130506010264,0,0,0
C_000197,US,tablet,email,5,62.11966450931982,1,0,0
C_000198,FR,tablet,email,8,153.0742630905612,0,1,0
C_000199,ES,desktop,paid_social,5,141.66922393408652,1,0,0
C_000200,IE,mobile,search,4,141.43782200550532,1,0,0
C_000201,NL,desktop,direct,3,258.32165330251814,0,0,0
C_000202,IE,mobile,email,7,53.49373642912746,0,0,0
C_000203,CA,desktop,search,5,143.75052337503433,0,0,0
C_000204,DE,mobile,affiliate,4,160.92161820485302,0,1,0
C_000205,US,mobile,search,7,236.86876069183853,0,1,0
C_000206,IT,mobile,affiliate,7,141.6019458429376,0,0,0
C_000207,ES,mobile,video,3,107.10208115861317,0,1,1
C_000208,AU,mobile,search,5,107.70380422518613,0,1,1
C_000209,SE,desktop,search,7,130.36073096583507,0,1,0
C_000210,ES,mobile,search,7,22.903364703197383,1,0,0
C_000211,IE,mobile,search,6,72.54013986928418,0,0,0
C_000212,UK,mobile,search,4,92.7974887393703,0,0,0
C_000213,SE,desktop,search,4,90.00239082496012,0,1,0
C_000214,IT,mobile,direct,3,100.49204848465605,1,0,0
C_000215,DE,mobile,display,2,76.62914614851229,0,1,0
C_000216,SE,mobile,paid_social,8,189.65284374053454,1,0,0
C_000217,NO,desktop,video,8,34.81683963605858,0,0,0
C_000218,ES,desktop,search,8,114.41948997531894,0,1,0
C_000219,DE,mobile,email,4,62.39540606051587,1,1,0
C_000220,IT,desktop,paid_social,3,117.82163524847317,0,1,0
C_000221,CA,mobile,video,5,63.41870913865148,0,0,0
C_000222,UK,desktop,paid_social,5,257.75356825768245,0,0,0
C_000223,US,mobile,search,9,122.57693349068062,1,0,0
C_000224,ES,desktop,email,10,14.982914638166596,0,0,0
C_000225,NO,mobile,direct,8,82.54197474001587,0,0,0
C_000226,CA,mobile,search,4,294.80669152956375,0,1,0
C_000227,ES,mobile,video,4,264.5268215109298,0,0,0
C_000228,SE,desktop,search,6,18.133432544494482,2,1,1
C_000229,UK,desktop,email,4,137.18004592278217,1,0,0
C_000230,AU,mobile,paid_social,5,150.83713543606302,0,0,0
C_000231,NO,mobile,search,5,134.3136328712882,0,0,0
C_000232,UK,mobile,paid_social,6,103.57518264831772,0,0,0
C_000233,AU,desktop,email,7,81.06706167055077,0,0,0
C_000234,IT,mobile,search,5,104.39949495995806,0,0,0
C_000235,AU,mobile,paid_social,5,337.57754911035715,0,1,0
C_000236,UK,tablet,paid_social,5,119.44402942472335,0,0,0
C_000237,SE,mobile,affiliate,7,132.64632616587562,0,0,0
C_000238,UK,desktop,paid_social,5,74.85959735281403,0,0,0
C_000239,SE,mobile,search,8,224.2768606314941,1,0,1
C_000240,SE,mobile,search,8,104.2229599010017,0,0,0
C_000241,DE,mobile,email,7,195.11758384454723,0,1,0
C_000242,AU,mobile,affiliate,3,333.35233110145685,0,1,0
C_000243,ES,mobile,email,8,252.18883254315577,1,0,0
C_000244,US,desktop,direct,5,174.2410913494508,0,0,0
C_000245,US,desktop,direct,4,116.65093844428756,0,0,0
C_000246,AU,mobile,paid_social,8,176.78860712336493,0,0,0
C_000247,DE,desktop,paid_social,7,66.3350266874839,0,1,0
C_000248,ES,mobile,affiliate,3,91.70434034933123,0,0,0
C_000249,IT,mobile,video,8,106.5226255165941,1,1,0
C_000250,US,mobile,display,3,47.072391930961885,0,1,0
C_000251,FR,tablet,display,6,256.7242800582064,0,0,0
C_000252,ES,mobile,video,2,70.44795758101407,0,0,0
C_000253,NO,desktop,search,8,46.13346675815302,1,0,0
C_000254,US,desktop,search,6,374.943089944024,0,1,1
C_000255,DE,mobile,paid_social,3,55.689273895308276,0,1,1
C_000256,CA,mobile,direct,6,46.39507219809882,0,0,0
C_000257,AU,mobile,direct,7,51.483239264592996,0,0,0
C_000258,NL,desktop,affiliate,8,91.28312239782336,1,0,0
C_000259,SE,mobile,display,5,59.893395692239466,0,0,0
C_000260,NL,mobile,direct,6,76.61478565707242,1,1,0
C_000261,UK,mobile,search,8,20.745680151109276,0,1,1
C_000262,DE,desktop,paid_social,4,128.27480834589818,0,1,0
C_000263,UK,mobile,direct,6,13.143892687638465,0,0,1
C_000264,IT,mobile,email,7,35.30089947546717,0,1,0
C_000265,NL,mobile,affiliate,6,58.74543591794982,1,0,0
C_000266,DE,desktop,direct,5,93.58698618283465,0,1,1
C_000267,NL,mobile,video,9,76.89311725627867,0,1,1
C_000268,IT,mobile,affiliate,8,320.15423727198277,0,0,0
C_000269,NL,mobile,display,7,234.17499570320027,0,0,0
C_000270,NO,desktop,paid_social,6,12.094709574782664,1,1,0
C_000271,NL,desktop,affiliate,5,81.64814095685539,1,1,0
C_000272,IE,desktop,search,2,135.67569673353896,0,0,0
C_000273,UK,mobile,paid_social,4,170.72201598929425,0,0,0
C_000274,ES,desktop,email,4,108.8805250516583,0,0,0
C_000275,DE,desktop,search,7,404.8893862657758,0,0,1
C_000276,FR,mobile,direct,8,187.77748416307608,0,0,1
C_000277,ES,desktop,search,8,30.222185118243967,2,1,1
C_000278,IT,mobile,search,6,47.78392939328279,0,0,0
C_000279,AU,mobile,video,5,171.52729317441984,1,0,0
C_000280,IE,mobile,paid_social,6,113.21174426696912,0,0,0
C_000281,CA,mobile,paid_social,3,70.78834196189064,0,1,0
C_000282,NO,desktop,paid_social,8,123.81181008624952,0,0,0
C_000283,CA,mobile,paid_social,5,120.86843172325581,0,1,0
C_000284,IT,desktop,paid_social,5,47.871670137561175,0,1,0
C_000285,SE,mobile,video,6,198.77732412659822,0,0,0
C_000286,FR,desktop,paid_social,4,74.28434942721282,0,1,0
C_000287,SE,mobile,paid_social,3,252.6005870792559,0,1,0
C_000288,AU,mobile,paid_social,5,182.69700607295312,0,0,0
C_000289,SE,mobile,search,6,176.80759076554054,0,0,1
C_000290,US,desktop,search,7,34.052541838501625,0,1,0
C_000291,FR,mobile,paid_social,7,45.182254799005214,0,0,1
C_000292,SE,desktop,direct,9,63.22578669860641,0,0,0
C_000293,NO,mobile,paid_social,5,49.906223764514486,2,0,0
C_000294,NO,desktop,email,8,143.89827739529562,0,0,0
C_000295,AU,mobile,direct,5,145.50722897895304,0,1,0
C_000296,AU,mobile,search,6,15.497905110359747,0,0,0
C_000297,UK,mobile,direct,7,326.7986953557363,0,0,0
C_000298,SE,mobile,affiliate,2,132.92495325341284,0,1,0
C_000299,FR,desktop,direct,11,18.53121191951862,1,1,0
C_000300,IT,desktop,display,8,131.71817627726352,0,0,0
C_000301,US,desktop,video,5,71.08752937513049,1,0,0
C_000302,NO,desktop,paid_social,6,125.17597215288232,0,1,0
C_000303,IT,desktop,email,6,102.56391090175283,1,0,0
C_000304,CA,mobile,paid_social,6,47.67079206199087,0,0,0
C_000305,UK,desktop,display,6,207.1629420453851,1,0,0
C_000306,UK,desktop,direct,4,186.20938458524074,0,1,0
C_000307,US,desktop,paid_social,5,388.85491262101806,0,0,0
C_000308,IE,tablet,paid_social,8,22.888071654536002,0,1,0
C_000309,UK,mobile,display,5,94.03257018275578,0,0,0
C_000310,UK,mobile,display,7,260.99237735218037,0,0,0
C_000311,IE,mobile,paid_social,7,108.14555123559819,1,0,0
C_000312,NL,desktop,search,6,42.767940024550334,0,0,1
C_000313,SE,mobile,search,4,114.10243179671039,0,1,1
C_000314,CA,desktop,search,5,97.60634297496496,1,0,1
C_000315,US,tablet,direct,4,122.4961248404814,0,1,0
C_000316,NO,desktop,search,4,212.07924895779703,0,1,0
C_000317,SE,mobile,paid_social,4,213.0324167010031,0,1,0
C_000318,CA,mobile,search,9,93.44652312898344,0,0,0
C_000319,DE,mobile,paid_social,6,23.369777059547737,2,1,0
C_000320,IT,mobile,email,11,40.029097378459134,0,0,0
C_000321,ES,mobile,paid_social,7,278.7097959167423,0,1,0
C_000322,ES,mobile,affiliate,6,67.96090516220612,0,0,1
C_000323,ES,mobile,search,3,143.8029066494829,2,1,1
C_000324,CA,tablet,display,5,151.42417854033147,0,1,0
C_000325,UK,desktop,video,8,155.2172000254669,1,0,1
C_000326,NO,mobile,direct,3,226.42063847251504,0,0,0
C_000327,NL,mobile,email,8,72.67552769875562,0,1,0
C_000328,CA,mobile,direct,5,72.34248516401365,1,0,0
C_000329,UK,desktop,paid_social,9,95.3956441868992,0,0,0
C_000330,CA,mobile,search,5,188.09651161394794,2,0,1
C_000331,NO,mobile,paid_social,6,32.860546557873825,0,0,0
C_000332,NO,mobile,paid_social,2,146.0824355536164,1,0,0
C_000333,US,desktop,search,5,159.23623274586916,0,0,0
C_000334,US,mobile,direct,6,489.35860178910673,0,1,0
C_000335,CA,desktop,paid_social,7,110.73842214142998,1,0,0
C_000336,DE,mobile,email,5,262.71410004318346,0,1,0
C_000337,FR,desktop,display,4,304.87239153954164,0,0,0
C_000338,IE,desktop,email,9,139.05755034464238,0,0,0
C_000339,UK,desktop,direct,5,70.25750252195664,0,0,1
C_000340,NO,mobile,search,5,299.02205988626855,0,1,0
C_000341,US,mobile,display,4,163.20524422751902,0,0,0
C_000342,IT,mobile,paid_social,2,103.34171044080624,0,0,0
C_000343,FR,mobile,direct,3,133.2478881234983,0,0,1
C_000344,IE,mobile,search,6,421.0036188947089,0,0,0
C_000345,AU,tablet,video,7,61.2336698043921,0,1,0
C_000346,NL,mobile,affiliate,7,28.34528095451444,0,0,0
C_000347,DE,desktop,email,1,27.656241877170103,0,0,1
C_000348,UK,mobile,direct,12,304.1398141266524,0,1,0
C_000349,US,desktop,search,7,44.94144319060425,1,1,0
C_000350,US,tablet,direct,8,14.533980940809915,0,1,0
C_000351,NO,mobile,email,6,22.441393023204732,0,1,0
C_000352,SE,desktop,paid_social,6,58.17605485576809,0,1,0
C_000353,US,desktop,search,2,135.6022143844353,1,0,0
C_000354,ES,mobile,display,8,58.252485217793144,0,0,0
C_000355,FR,mobile,display,7,64.2128101689272,0,0,0
C_000356,IT,mobile,email,4,185.47791355583402,0,0,0
C_000357,ES,mobile,search,6,60.726908163078534,0,0,0
C_000358,ES,mobile,email,12,156.52493576872536,1,1,0
C_000359,NL,mobile,paid_social,7,314.0062438541658,0,1,0
C_000360,FR,mobile,email,9,23.474920117717733,0,0,0
C_000361,NO,mobile,direct,2,44.738719993381096,0,0,0
C_000362,IE,mobile,paid_social,5,76.01136256496676,0,0,0
C_000363,NO,desktop,email,2,271.6338657099727,0,0,0
C_000364,IE,mobile,search,8,75.7261206427812,0,0,0
C_000365,IT,tablet,search,5,45.467867708161855,0,1,0
C_000366,US,mobile,affiliate,5,147.15412682932651,1,0,1
C_000367,AU,desktop,display,9,32.54185360491185,2,0,0
C_000368,CA,mobile,paid_social,4,23.541061598376437,1,1,0
C_000369,ES,desktop,search,4,33.09355233329028,0,1,0
C_000370,US,mobile,direct,6,218.53052838882024,1,0,0
C_000371,UK,desktop,search,7,324.7048389025997,1,0,1
C_000372,SE,desktop,direct,8,18.607893501281964,0,0,0
C_000373,IE,mobile,display,6,233.3485670658574,0,0,0
C_000374,CA,mobile,search,3,307.0338159572874,0,0,0
C_000375,ES,mobile,search,5,217.06792378018417,0,0,0
C_000376,US,mobile,display,5,16.672835651502915,0,1,0
C_000377,IE,mobile,direct,2,38.31504374576917,0,0,1
C_000378,NL,mobile,direct,5,233.0407248144951,0,0,1
C_000379,IT,desktop,paid_social,6,190.985836710506,1,0,0
C_000380,DE,mobile,display,5,35.82751864287087,0,0,0
C_000381,US,desktop,paid_social,7,60.123992784318865,0,0,0
C_000382,FR,mobile,search,7,94.1059782572439,0,0,0
C_000383,IE,desktop,direct,10,6.817499763840642,1,0,0
C_000384,US,mobile,video,10,84.15802020216834,0,0,0
C_000385,AU,tablet,affiliate,8,117.55001632499456,0,1,0
C_000386,NL,mobile,search,6,17.092901893961148,3,1,0
C_000387,CA,tablet,video,5,294.0241166244353,0,1,0
C_000388,NO,mobile,search,5,30.86027228569853,0,1,1
C_000389,NL,desktop,search,9,55.3538165808812,0,0,0
C_000390,FR,desktop,paid_social,7,283.65875551192505,0,0,1
C_000391,AU,mobile,paid_social,10,63.09446136317719,0,0,0
C_000392,NO,desktop,email,5,145.2388778198688,0,0,0
C_000393,UK,mobile,affiliate,8,99.17922883830671,0,1,0
C_000394,NL,mobile,affiliate,5,104.21201533227949,0,0,0
C_000395,FR,mobile,direct,4,28.31887779881788,0,1,0
C_000396,IE,mobile,paid_social,9,44.45439098428967,0,0,0
C_000397,CA,mobile,email,4,55.280690487793066,0,0,0
C_000398,ES,desktop,search,5,174.60825806698213,0,1,0
C_000399,CA,mobile,direct,5,154.83690461483144,0,0,1
C_000400,FR,mobile,affiliate,4,107.01308574932345,1,1,0
C_000401,SE,mobile,direct,4,182.1991071173503,0,1,0
C_000402,ES,mobile,search,4,165.56613959963548,1,0,0
C_000403,FR,tablet,paid_social,4,89.25872855159466,1,0,0
C_000404,FR,mobile,search,9,74.1356304254213,0,0,0
C_000405,DE,desktop,search,4,28.001732562039557,0,1,0
C_000406,DE,mobile,email,11,230.6519003191051,0,1,1
C_000407,CA,mobile,search,9,122.12080670434395,0,0,0
C_000408,ES,mobile,search,7,176.91648556747086,1,0,0
C_000409,IE,mobile,search,6,45.04579070278138,1,1,0
C_000410,ES,mobile,affiliate,7,219.45855168791275,0,0,0
C_000411,IT,tablet,video,8,87.53909168588227,1,0,0
C_000412,AU,desktop,paid_social,11,425.4211403114559,0,0,0
C_000413,NO,mobile,display,2,47.64667488673385,0,0,0
C_000414,NL,mobile,search,11,103.14350959178867,0,0,0
C_000415,SE,mobile,paid_social,4,85.00481578402584,1,1,0
C_000416,SE,desktop,direct,6,243.41219014405215,0,0,0
C_000417,UK,desktop,direct,5,62.09259473081015,1,0,0
C_000418,US,mobile,direct,8,21.000582231412416,0,0,0
C_000419,US,desktop,email,7,182.59676237155873,0,0,0
C_000420,US,mobile,video,8,69.1462693711477,0,0,0
C_000421,US,tablet,search,3,124.35937685308237,0,1,0
C_000422,IE,mobile,search,7,45.168975393956785,0,0,0
C_000423,IE,mobile,direct,6,66.45942873104299,0,1,0
C_000424,US,mobile,search,4,56.00526729275973,1,0,0
C_000425,ES,mobile,direct,3,135.99192760289006,0,0,0
C_000426,ES,desktop,paid_social,5,115.64912356556647,1,0,0
C_000427,US,mobile,search,5,126.02408003809082,0,1,0
C_000428,UK,mobile,search,6,89.57196155307565,0,0,0
C_000429,DE,desktop,direct,6,79.12105307919505,0,1,0
C_000430,AU,mobile,search,5,60.675477209313925,0,0,0
C_000431,IE,mobile,display,5,191.17101526653812,0,1,0
C_000432,AU,desktop,search,4,276.59752351036644,0,0,0
C_000433,IT,mobile,direct,6,51.257348039380844,0,0,0
C_000434,AU,mobile,search,6,137.42795363877602,0,1,0
C_000435,CA,mobile,direct,4,116.73122398784429,0,0,0
C_000436,NL,mobile,direct,6,242.71537708581803,0,0,0
C_000437,NO,mobile,affiliate,7,184.1619598534143,0,0,0
C_000438,SE,mobile,affiliate,4,153.79970572593837,0,0,0
C_000439,AU,desktop,paid_social,7,267.7436995209532,0,0,0
C_000440,SE,mobile,email,4,183.13653309479304,0,0,0
C_000441,UK,mobile,direct,4,137.0977312711466,0,0,0
C_000442,SE,desktop,search,9,114.94249133476576,0,1,0
C_000443,DE,mobile,email,5,133.60649434816105,0,1,0
C_000444,AU,mobile,search,2,191.18952521219572,0,1,0
C_000445,IT,desktop,search,9,93.86567786879381,0,1,0
C_000446,SE,desktop,display,6,205.1222963494296,0,0,0
C_000447,SE,desktop,search,8,108.08954491661235,0,1,0
C_000448,ES,mobile,direct,8,171.573150184314,0,0,0
C_000449,IE,mobile,direct,5,142.31632957851,0,0,0
C_000450,NO,mobile,search,6,217.74008714436903,1,1,0
