date,geo,channel,spend,impressions,clicks,is_treatment_geo
2024-09-05,IE,search,826.5305112155414,147105,5753,1
2024-09-06,IE,search,791.5768378938715,140884,5509,1
2024-09-07,IE,search,523.1222572093606,93104,3641,1
2024-09-08,IE,search,724.5298370838502,128951,5043,1
2024-09-09,IE,search,670.9380226490237,119413,4670,1
2024-09-10,IE,search,1131.5244583485035,201388,7876,1
2024-09-11,IE,search,893.8658288847001,159089,6221,1
2024-09-12,IE,search,787.4325446660347,140146,5481,1
2024-09-13,IE,search,776.0888561671619,138127,5402,1
2024-09-14,IE,search,816.0021794961636,145231,5679,1
2024-09-15,IE,search,925.064902394489,164642,6439,1
2024-09-16,IE,search,624.2626100946868,111105,4345,1
2024-09-17,IE,search,652.5295147819246,116136,4542,1
2024-09-18,IE,search,1206.1328634340698,214666,8395,1
2024-09-19,IE,search,759.3829495429346,135154,5285,1
2024-09-20,IE,search,537.6899934044872,95697,3742,1
2024-09-21,IE,search,868.0162358530681,154489,6042,1
2024-09-22,IE,search,886.1617265684697,157718,6168,1
2024-09-23,IE,search,538.0170662663758,95755,3744,1
2024-09-24,IE,search,931.4623672084305,165781,6483,1
2024-09-25,IE,search,1087.7075827871085,193589,7571,1
2024-09-26,IE,search,946.5168053075399,168460,6588,1
2024-09-27,IE,search,954.2758446846262,169841,6642,1
2024-09-28,IE,search,517.3644266308988,92080,3601,1
2024-09-29,IE,search,853.9282443828916,151981,5943,1
2024-09-30,IE,search,758.8142524182822,135053,5281,1
2024-10-01,IE,search,763.0470273997505,135806,5311,1
2024-10-02,IE,search,1129.6012013187294,201045,7862,1
2024-10-03,IE,search,1289.690288652036,229538,8977,1
2024-10-04,IE,search,1321.3663248998373,235176,9197,1
2024-10-05,IE,search,1107.753162298493,197157,7710,1
2024-10-06,IE,search,754.7830470335239,134335,5253,1
2024-10-07,IE,search,911.6464031261311,162254,6345,1
2024-10-08,IE,search,1082.6979563762309,192697,7536,1
2024-10-09,IE,search,915.7965063872907,162992,6374,1
2024-10-10,IE,search,884.1038135106464,157352,6154,1
2024-10-11,IE,search,1006.9173727756624,179210,7008,1
2024-10-12,IE,search,753.9633201967434,134189,5248,1
2024-10-13,IE,search,634.5750623313578,112941,4417,1
2024-10-14,IE,search,735.4173012783649,130889,5119,1
2024-10-15,IE,search,1043.1453620398474,185658,7261,1
2024-10-16,IE,search,726.2190001109778,129252,5055,1
2024-10-17,IE,search,768.4445862503954,136767,5348,1
2024-10-18,IE,search,790.5819253364449,140707,5503,1
2024-10-19,IE,search,565.7410091089945,100690,3937,1
2024-10-20,IE,search,788.4386133726637,140325,5488,1
2024-10-21,IE,search,752.7367940479388,133971,5239,1
2024-10-22,IE,search,506.6915245647518,90180,3526,1
2024-10-23,IE,search,1086.654340334935,193402,7563,1
2024-10-24,IE,search,607.2260531712699,108073,4226,1
2024-10-25,IE,search,412.2872869347746,73378,2869,1
2024-10-26,IE,search,468.94231414773895,83462,3264,1
2024-10-27,IE,search,479.34108447516775,85312,3336,1
2024-10-28,IE,search,686.9408735755738,122261,4781,1
2024-10-29,IE,search,663.1305696259853,118023,4615,1
2024-10-30,IE,search,660.3041418808997,117520,4596,1
2024-10-31,IE,search,830.9970216679557,147900,5784,1
2024-11-01,IE,search,720.7643181599971,128281,5017,1
2024-11-02,IE,search,686.4857076205224,122180,4778,1
2024-11-03,IE,search,715.5539752051599,127353,4980,1
2024-11-04,IE,search,804.4488637744422,143175,5599,1
2024-11-05,IE,search,396.7963251873394,70621,2761,1
2024-11-06,IE,search,655.2198251274045,116615,4560,1
2024-11-07,IE,search,379.4226830775354,67529,2641,1
2024-11-08,IE,search,661.9856509040526,117819,4607,1
2024-11-09,IE,search,627.5320653062483,111687,4368,1
2024-11-10,IE,search,854.9595023005347,152165,5951,1
2024-11-11,IE,search,944.0482948088306,168021,6571,1
2024-11-12,IE,search,757.8057326809752,134873,5274,1
2024-11-13,IE,search,630.7517734531281,112260,4390,1
2024-11-14,IE,search,800.274482537197,142432,5570,1
2024-11-15,IE,search,565.2850755393742,100609,3934,1
2024-11-16,IE,search,628.1016771224218,111789,4372,1
2024-11-17,IE,search,840.8583655941457,149655,5853,1
2024-11-18,IE,search,579.0933655911917,103066,4030,1
2024-11-19,IE,search,897.1652487854964,159676,6244,1
2024-11-20,IE,search,877.1569020615274,156115,6105,1
2024-11-21,IE,search,534.7332111033811,95171,3722,1
2024-11-22,IE,search,860.7787103727984,153200,5991,1
2024-11-23,IE,search,764.0938169762065,135992,5318,1
2024-11-24,IE,search,656.4485454578944,116834,4569,1
2024-11-25,IE,search,546.8579756472783,97329,3806,1
2024-11-26,IE,search,562.8833227999546,100181,3918,1
2024-11-27,IE,search,624.1982207058138,111094,4344,1
2024-11-28,IE,search,813.2480033504705,144741,5660,1
2024-11-29,IE,search,501.4841761958823,89253,3490,1
2024-11-30,IE,search,710.2346665016298,126407,4943,1
2024-12-01,IE,search,450.61509042284416,80200,3136,1
2024-12-02,IE,search,639.3809809215924,113796,4450,1
2024-12-03,IE,search,738.3008676215095,131402,5139,1
2024-12-04,IE,search,1438.9226336335907,256098,10015,1
2024-12-05,IE,search,475.06957972307134,84552,3306,1
2024-12-06,IE,search,989.610250692231,176130,6888,1
2024-12-07,IE,search,655.270336474876,116624,4561,1
2024-12-08,IE,search,715.8231950559515,127401,4982,1
2024-12-09,IE,search,699.7877749123332,124547,4871,1
2024-12-10,IE,search,810.9233681142132,144327,5644,1
2024-12-11,IE,search,695.0485308059981,123704,4838,1
2024-12-12,IE,search,1049.6832293358427,186822,7306,1
2024-12-13,IE,search,576.7074855124469,102642,4014,1
2024-12-14,IE,search,862.7437194141531,153550,6005,1
2024-12-15,IE,search,532.6594404668564,94802,3707,1
2024-12-16,IE,search,665.6534419251608,118472,4633,1
2024-12-17,IE,search,530.3305732917269,94387,3691,1
2024-12-18,IE,search,824.2057064827619,146691,5737,1
2024-12-19,IE,search,1047.063573203868,186355,7288,1
2024-12-20,IE,search,641.2935898040778,114137,4463,1
2024-12-21,IE,search,594.6446536462889,105834,4139,1
2024-12-22,IE,search,466.94539119297116,83106,3250,1
2024-12-23,IE,search,634.8811091229893,112995,4419,1
2024-12-24,IE,search,458.36584672372715,81579,3190,1
2024-12-25,IE,search,561.947070337817,100015,3911,1
2024-12-26,IE,search,744.4232469496808,132492,5181,1
2024-12-27,IE,search,948.1102530656489,168744,6599,1
2024-12-28,IE,search,1379.768545120143,245570,9604,1
2024-12-29,IE,search,541.3474132013296,96348,3768,1
2024-12-30,IE,search,1011.8379802780665,180086,7043,1
2024-12-31,IE,search,766.5506260423299,136430,5335,1
2024-01-01,IE,paid_social,754.6536559188893,64748,1263,1
2024-01-02,IE,paid_social,604.941552713398,51903,1013,1
2024-01-03,IE,paid_social,588.6024188084671,50501,985,1
2024-01-04,IE,paid_social,1048.3478511837343,89947,1755,1
2024-01-05,IE,paid_social,757.9546661627901,65031,1269,1
2024-01-06,IE,paid_social,664.5695987452505,57019,1113,1
2024-01-07,IE,paid_social,799.2223094752325,68572,1338,1
2024-01-08,IE,paid_social,1056.9822855194957,90688,1770,1
2024-01-09,IE,paid_social,941.151810115222,80749,1576,1
2024-01-10,IE,paid_social,754.6624926238396,64749,1263,1
2024-01-11,IE,paid_social,1230.8055948498932,105601,2061,1
2024-01-12,IE,paid_social,1274.451976372718,109346,2134,1
2024-01-13,IE,paid_social,901.9150775573202,77383,1510,1
2024-01-14,IE,paid_social,1047.2085187989956,89849,1753,1
2024-01-15,IE,paid_social,1197.9187976880005,102780,2006,1
2024-01-16,IE,paid_social,1227.8627797830677,105349,2056,1
2024-01-17,IE,paid_social,1076.9774848597829,92403,1803,1
2024-01-18,IE,paid_social,1032.3565026979718,88575,1729,1
2024-01-19,IE,paid_social,947.28932357262,81276,1586,1
2024-01-20,IE,paid_social,577.5470749953415,49552,967,1
2024-01-21,IE,paid_social,970.1590723268528,83238,1624,1
2024-01-22,IE,paid_social,578.8042189087677,49660,969,1
2024-01-23,IE,paid_social,716.3111958328867,61458,1199,1
2024-01-24,IE,paid_social,1306.3133614499934,112080,2187,1
2024-01-25,IE,paid_social,1104.694170771859,94781,1850,1
2024-01-26,IE,paid_social,1242.11533812512,106572,2080,1
2024-01-27,IE,paid_social,727.7631673233134,62441,1218,1
2024-01-28,IE,paid_social,577.4534832480708,49544,967,1
2024-01-29,IE,paid_social,790.977704207627,67865,1324,1
2024-01-30,IE,paid_social,920.7341254167177,78998,1542,1
2024-01-31,IE,paid_social,927.1198474634883,79545,1552,1
2024-02-01,IE,paid_social,1199.299236492218,102898,2008,1
2024-02-02,IE,paid_social,740.2173674806163,63509,1239,1
2024-02-03,IE,paid_social,866.6317579096491,74356,1451,1
2024-02-04,IE,paid_social,604.524358409918,51867,1012,1
2024-02-05,IE,paid_social,959.7578696741944,82346,1607,1
2024-02-06,IE,paid_social,895.5812466456623,76839,1500,1
2024-02-07,IE,paid_social,735.1086174983994,63071,1231,1
2024-02-08,IE,paid_social,817.3193830115429,70125,1368,1
2024-02-09,IE,paid_social,777.8474248131054,66738,1302,1
2024-02-10,IE,paid_social,728.0728172400246,62467,1219,1
2024-02-11,IE,paid_social,1309.2806117964824,112334,2192,1
2024-02-12,IE,paid_social,823.0585292194495,70617,1378,1
2024-02-13,IE,paid_social,835.7350526384432,71705,1399,1
2024-02-14,IE,paid_social,504.05214942140447,43247,844,1
2024-02-15,IE,paid_social,679.7221440697258,58319,1138,1
2024-02-16,IE,paid_social,760.8521407996939,65280,1274,1
2024-02-17,IE,paid_social,648.0745614901526,55604,1085,1
2024-02-18,IE,paid_social,1173.9573751569183,100724,1966,1
2024-02-19,IE,paid_social,807.8768379287422,69315,1353,1
2024-02-20,IE,paid_social,1283.5268774393176,110125,2149,1
2024-02-21,IE,paid_social,922.6438506830558,79161,1545,1
2024-02-22,IE,paid_social,882.2592576746302,75696,1477,1
2024-02-23,IE,paid_social,798.9006511495057,68544,1338,1
2024-02-24,IE,paid_social,786.1184285576066,67448,1316,1
2024-02-25,IE,paid_social,1290.1582536441554,110694,2160,1
2024-02-26,IE,paid_social,441.9077687059105,37915,740,1
2024-02-27,IE,paid_social,510.89788806785236,43834,855,1
2024-02-28,IE,paid_social,778.8964959720458,66828,1304,1
2024-02-29,IE,paid_social,876.669412387954,75217,1468,1
2024-03-01,IE,paid_social,993.5941672467598,85249,1664,1
2024-03-02,IE,paid_social,896.5095258049894,76919,1501,1
2024-03-03,IE,paid_social,715.9917973031397,61431,1199,1
2024-03-04,IE,paid_social,1125.4344634449928,96561,1885,1
2024-03-05,IE,paid_social,1193.9916061530039,102443,1999,1
2024-03-06,IE,paid_social,954.8002866453484,81920,1599,1
2024-03-07,IE,paid_social,1143.222470089369,98087,1914,1
2024-03-08,IE,paid_social,883.9851604413994,75845,1480,1
2024-03-09,IE,paid_social,671.04034080629,57574,1123,1
2024-03-10,IE,paid_social,969.3699080903082,83170,1623,1
2024-03-11,IE,paid_social,872.6755785830909,74874,1461,1
2024-03-12,IE,paid_social,895.1378315178366,76801,1499,1
2024-03-13,IE,paid_social,1369.7629876451,117524,2294,1
2024-03-14,IE,paid_social,439.57922632994314,37715,736,1
2024-03-15,IE,paid_social,550.6767818714586,47247,922,1
2024-03-16,IE,paid_social,563.2168843480142,48323,943,1
2024-03-17,IE,paid_social,720.2112594693981,61793,1206,1
2024-03-18,IE,paid_social,787.8454239954285,67596,1319,1
2024-03-19,IE,paid_social,586.7221505222476,50340,982,1
2024-03-20,IE,paid_social,688.2290836115438,59049,1152,1
2024-03-21,IE,paid_social,686.1021281992579,58866,1149,1
2024-03-22,IE,paid_social,1629.7441979069615,139830,2729,1
2024-03-23,IE,paid_social,1300.536627239711,111584,2178,1
2024-03-24,IE,paid_social,710.4991344212507,60960,1190,1
2024-03-25,IE,paid_social,764.1689278080279,65564,1279,1
2024-03-26,IE,paid_social,648.6059917533039,55649,1086,1
2024-03-27,IE,paid_social,531.4927123550699,45601,890,1
2024-03-28,IE,paid_social,844.9992242955818,72500,1415,1
2024-03-29,IE,paid_social,619.3688939291994,53141,1037,1
2024-03-30,IE,paid_social,766.8462724495497,65794,1284,1
2024-03-31,IE,paid_social,509.38286709975534,43704,853,1
2024-04-01,IE,paid_social,683.5086745017094,58644,1144,1
2024-04-02,IE,paid_social,932.8254864133355,80035,1562,1
2024-04-03,IE,paid_social,1004.7607066467739,86207,1682,1
2024-04-04,IE,paid_social,981.3746668105739,84200,1643,1
2024-04-05,IE,paid_social,565.8690473571523,48550,947,1
2024-04-06,IE,paid_social,997.6041032993699,85593,1670,1
2024-04-07,IE,paid_social,637.2730994033171,54677,1067,1
2024-04-08,IE,paid_social,1010.0876737870875,86664,1691,1
2024-04-09,IE,paid_social,892.1405804551829,76544,1494,1
2024-04-10,IE,paid_social,616.8201573118672,52922,1033,1
2024-04-11,IE,paid_social,799.1325319389523,68564,1338,1
2024-04-12,IE,paid_social,907.2349430314529,77839,1519,1
2024-04-13,IE,paid_social,932.3187937917487,79991,1561,1
2024-04-14,IE,paid_social,766.4588068098071,65761,1283,1
2024-04-15,IE,paid_social,1299.1822214381993,111468,2176,1
2024-04-16,IE,paid_social,1186.4317675606553,101794,1987,1
2024-04-17,IE,paid_social,843.9581004370586,72410,1413,1
2024-04-18,IE,paid_social,1077.1740484302986,92420,1804,1
2024-04-19,IE,paid_social,1407.4879205259483,120761,2357,1
2024-04-20,IE,paid_social,1359.646734997064,116656,2277,1
2024-04-21,IE,paid_social,565.3345046526446,48505,946,1
2024-04-22,IE,paid_social,652.7295803440238,56003,1093,1
2024-04-23,IE,paid_social,1356.115729785387,116353,2271,1
2024-04-24,IE,paid_social,674.2812492916435,57852,1129,1
2024-04-25,IE,paid_social,602.8995772109251,51728,1009,1
2024-04-26,IE,paid_social,714.7731683581787,61326,1197,1
2024-04-27,IE,paid_social,883.338060443468,75789,1479,1
2024-04-28,IE,paid_social,774.7857103691607,66475,1297,1
